name,num_tracks,idx,file,pid,modified_at,collaborative,num_albums,num_followers
xo,250,241,mpd.slice.476000-476999.json,476241,1487030400,false,199,3
the originals,250,437,mpd.slice.478000-478999.json,478437,1499299200,false,234,1
Coachella 2014,250,842,mpd.slice.486000-486999.json,486842,1396828800,false,136,1
School,250,77,mpd.slice.487000-487999.json,487077,1499299200,false,163,2
my music,250,564,mpd.slice.489000-489999.json,489564,1442534400,false,166,1
blues,250,520,mpd.slice.499000-499999.json,499520,1496620800,false,88,1
Riding,250,778,mpd.slice.499000-499999.json,499778,1507248000,false,160,1
2016,250,195,mpd.slice.501000-501999.json,501195,1483315200,false,215,1
Chill Out,250,315,mpd.slice.503000-503999.json,503315,1488844800,false,179,4
dustin,250,500,mpd.slice.508000-508999.json,508500,1384819200,false,98,1
San Diego,250,53,mpd.slice.517000-517999.json,517053,1465689600,true,224,1
General,250,508,mpd.slice.518000-518999.json,518508,1449360000,false,214,2
Throwbacks,250,819,mpd.slice.521000-521999.json,521819,1507939200,false,215,8
new country,250,586,mpd.slice.524000-524999.json,524586,1505692800,false,155,2
Early morning,250,523,mpd.slice.525000-525999.json,525523,1443916800,false,189,1
indie,250,809,mpd.slice.526000-526999.json,526809,1492732800,false,114,2
country lovin,250,457,mpd.slice.527000-527999.json,527457,1463702400,false,131,1
mixed bag,250,452,mpd.slice.532000-532999.json,532452,1392076800,false,61,1
currently,250,890,mpd.slice.533000-533999.json,533890,1503360000,false,219,1
Jessica,250,822,mpd.slice.537000-537999.json,537822,1470960000,false,133,2
coffee,250,828,mpd.slice.537000-537999.json,537828,1438646400,false,75,1
listen,250,42,mpd.slice.538000-538999.json,538042,1493856000,false,98,1
Turn up,250,318,mpd.slice.541000-541999.json,541318,1447718400,false,197,3
Grateful Dead,250,463,mpd.slice.543000-543999.json,543463,1504224000,false,41,2
mine. ,250,925,mpd.slice.544000-544999.json,544925,1501200000,false,117,1
Best of 2012,250,161,mpd.slice.549000-549999.json,549161,1480636800,false,30,2
roadtrip,250,774,mpd.slice.552000-552999.json,552774,1499731200,false,158,1
Rock,250,87,mpd.slice.554000-554999.json,554087,1490140800,false,30,1
Rock,250,925,mpd.slice.555000-555999.json,555925,1507334400,false,153,5
read,250,72,mpd.slice.556000-556999.json,556072,1467590400,false,181,1
share,250,685,mpd.slice.560000-560999.json,560685,1465430400,false,229,3
70s,250,616,mpd.slice.564000-564999.json,564616,1438646400,false,218,1
Joe,250,375,mpd.slice.566000-566999.json,566375,1479686400,false,197,1
flow,250,473,mpd.slice.568000-568999.json,568473,1438992000,false,118,1
Lifting,250,247,mpd.slice.572000-572999.json,572247,1509321600,false,214,1
Country Summer,250,554,mpd.slice.574000-574999.json,574554,1507939200,false,120,1
Meep,250,133,mpd.slice.585000-585999.json,585133,1468454400,false,60,2
mellow,250,529,mpd.slice.585000-585999.json,585529,1464998400,false,172,1
Today's Hits,250,680,mpd.slice.587000-587999.json,587680,1508803200,false,206,4
Musicals,250,182,mpd.slice.595000-595999.json,595182,1502409600,false,23,1
Mix,250,107,mpd.slice.600000-600999.json,600107,1455840000,false,197,1
Work,250,400,mpd.slice.609000-609999.json,609400,1485907200,false,187,1
80's,250,691,mpd.slice.612000-612999.json,612691,1485993600,false,199,1
NEW,250,659,mpd.slice.617000-617999.json,617659,1467244800,false,198,7
Inferno,250,815,mpd.slice.617000-617999.json,617815,1509148800,true,198,1
noise,250,544,mpd.slice.618000-618999.json,618544,1505865600,false,217,1
San Fran,250,547,mpd.slice.618000-618999.json,618547,1482105600,false,219,5
Hip Hop,250,854,mpd.slice.623000-623999.json,623854,1467936000,false,127,1
Road trip,250,704,mpd.slice.626000-626999.json,626704,1491091200,false,206,1
Kitty,250,710,mpd.slice.628000-628999.json,628710,1476489600,false,207,1
R&B,250,886,mpd.slice.628000-628999.json,628886,1500249600,false,185,1
party,250,325,mpd.slice.631000-631999.json,631325,1506384000,false,179,4
ISABEL,250,428,mpd.slice.631000-631999.json,631428,1452211200,false,194,1
Good music,250,869,mpd.slice.634000-634999.json,634869,1502496000,false,191,1
post-rock,250,281,mpd.slice.641000-641999.json,641281,1506297600,false,38,1
Jams,250,811,mpd.slice.642000-642999.json,642811,1495324800,false,158,1
Good Stuff,250,525,mpd.slice.643000-643999.json,643525,1376006400,false,145,4
good ,250,611,mpd.slice.643000-643999.json,643611,1500422400,false,213,1
Tropical House,250,906,mpd.slice.643000-643999.json,643906,1466553600,false,207,2
Looney Tunes,250,892,mpd.slice.645000-645999.json,645892,1482451200,false,179,1
Metal,250,340,mpd.slice.648000-648999.json,648340,1416873600,false,75,1
2014,250,380,mpd.slice.648000-648999.json,648380,1419120000,false,54,1
Pop,250,524,mpd.slice.648000-648999.json,648524,1506470400,false,155,1
Good Rock,250,72,mpd.slice.649000-649999.json,649072,1465603200,false,155,1
Random Goodness,250,296,mpd.slice.651000-651999.json,651296,1495670400,false,209,2
Country,250,792,mpd.slice.655000-655999.json,655792,1459123200,false,45,1
Ryan,250,567,mpd.slice.656000-656999.json,656567,1485820800,false,151,1
Thinking Out Loud,250,977,mpd.slice.660000-660999.json,660977,1444780800,false,152,1
car karaoke,250,955,mpd.slice.666000-666999.json,666955,1482883200,false,143,1
ROCK,250,378,mpd.slice.668000-668999.json,668378,1508198400,false,196,2
80's Party,250,596,mpd.slice.672000-672999.json,672596,1487462400,false,188,1
December,250,741,mpd.slice.673000-673999.json,673741,1449792000,true,129,3
chill,250,154,mpd.slice.674000-674999.json,674154,1498521600,false,216,1
Lollapalooza 2015,250,88,mpd.slice.675000-675999.json,675088,1436313600,false,40,1
Country,250,284,mpd.slice.685000-685999.json,685284,1507766400,false,162,1
Good Stuff,250,844,mpd.slice.685000-685999.json,685844,1467417600,false,180,2
Lake,250,177,mpd.slice.687000-687999.json,687177,1452297600,false,159,3
graduation party,250,479,mpd.slice.688000-688999.json,688479,1495324800,false,220,2
getting ready ,250,695,mpd.slice.691000-691999.json,691695,1497312000,false,225,1
christian :),250,826,mpd.slice.699000-699999.json,699826,1508284800,false,225,1
boy bands,250,31,mpd.slice.700000-700999.json,700031,1505692800,false,37,1
Master Playlist,250,253,mpd.slice.700000-700999.json,700253,1494547200,false,149,1
Car,250,631,mpd.slice.700000-700999.json,700631,1430611200,false,50,1
moods,250,553,mpd.slice.702000-702999.json,702553,1508889600,false,38,1
party,250,490,mpd.slice.708000-708999.json,708490,1501027200,false,213,2
Rock Favorites,250,666,mpd.slice.709000-709999.json,709666,1505952000,false,219,2
The essentials ,250,626,mpd.slice.712000-712999.json,712626,1450742400,false,174,2
2016,250,508,mpd.slice.719000-719999.json,719508,1499299200,false,174,3
feelgood,250,970,mpd.slice.719000-719999.json,719970,1496361600,false,186,2
Mexican Music,250,835,mpd.slice.724000-724999.json,724835,1499040000,false,122,3
Country,250,370,mpd.slice.726000-726999.json,726370,1381276800,false,105,3
Killer ,250,393,mpd.slice.726000-726999.json,726393,1504569600,false,198,3
jazz,250,24,mpd.slice.727000-727999.json,727024,1445299200,false,103,1
Throwbacks,250,170,mpd.slice.732000-732999.json,732170,1489363200,false,191,1
Melanie :),250,855,mpd.slice.732000-732999.json,732855,1501632000,false,228,1
summer,250,55,mpd.slice.734000-734999.json,734055,1502496000,false,185,1
Workout Playlist,250,986,mpd.slice.743000-743999.json,743986,1486684800,false,84,1
Worship,250,960,mpd.slice.747000-747999.json,747960,1371513600,false,38,1
Training Music,250,670,mpd.slice.749000-749999.json,749670,1494633600,false,181,1
Whip,250,60,mpd.slice.753000-753999.json,753060,1502928000,false,138,2
Driving,250,427,mpd.slice.753000-753999.json,753427,1506902400,false,211,2
Blue,250,685,mpd.slice.756000-756999.json,756685,1498953600,false,95,1
Coolio,250,769,mpd.slice.760000-760999.json,760769,1476230400,false,36,1
unwind,250,477,mpd.slice.762000-762999.json,762477,1505260800,false,229,2
Easy Listening,250,59,mpd.slice.764000-764999.json,764059,1495670400,false,133,3
Unknown,250,384,mpd.slice.766000-766999.json,766384,1489276800,false,99,1
fun,250,433,mpd.slice.767000-767999.json,767433,1487030400,false,183,1
spanish mix,250,590,mpd.slice.767000-767999.json,767590,1494115200,false,199,4
Rock,250,775,mpd.slice.769000-769999.json,769775,1508976000,false,179,1
Random Rock,250,32,mpd.slice.771000-771999.json,771032,1441756800,false,182,1
R&B,250,518,mpd.slice.779000-779999.json,779518,1505606400,false,190,1
rainbow ,250,722,mpd.slice.788000-788999.json,788722,1508371200,false,159,1
Turnt,250,30,mpd.slice.791000-791999.json,791030,1494547200,false,216,5
memorial day,250,431,mpd.slice.793000-793999.json,793431,1465516800,false,226,1
mix,250,160,mpd.slice.801000-801999.json,801160,1481932800,false,158,2
you already know,250,293,mpd.slice.805000-805999.json,805293,1509321600,false,188,3
Musicals,250,257,mpd.slice.807000-807999.json,807257,1496793600,false,74,1
Gym,250,471,mpd.slice.809000-809999.json,809471,1477699200,false,171,1
Basketball playlist,250,81,mpd.slice.813000-813999.json,813081,1494892800,false,231,1
Stagecoach 2017,250,562,mpd.slice.821000-821999.json,821562,1481673600,false,63,2
Get Schwifty,250,523,mpd.slice.824000-824999.json,824523,1498521600,false,172,1
Wedding Songs ,250,704,mpd.slice.828000-828999.json,828704,1464220800,false,226,1
The Roots,250,552,mpd.slice.829000-829999.json,829552,1505865600,false,21,1
dubstep,250,213,mpd.slice.831000-831999.json,831213,1458432000,false,191,1
C h i l l.,250,269,mpd.slice.835000-835999.json,835269,1495411200,false,175,1
Country,250,388,mpd.slice.842000-842999.json,842388,1478304000,false,139,1
sleep,250,463,mpd.slice.842000-842999.json,842463,1489536000,false,190,3
Good Stuff,250,615,mpd.slice.846000-846999.json,846615,1496361600,false,159,1
Fresh,250,579,mpd.slice.848000-848999.json,848579,1480464000,false,190,1
Christmas,250,288,mpd.slice.849000-849999.json,849288,1480723200,false,67,1
Middle School,250,837,mpd.slice.851000-851999.json,851837,1502496000,false,79,1
Rand,250,508,mpd.slice.853000-853999.json,853508,1482883200,false,216,3
Lukas Graham — 7 Years,250,160,mpd.slice.855000-855999.json,855160,1499817600,false,206,8
Road Trip Mix,250,391,mpd.slice.856000-856999.json,856391,1500336000,false,212,1
Musicals,250,87,mpd.slice.861000-861999.json,861087,1498435200,false,15,1
Meg,250,540,mpd.slice.862000-862999.json,862540,1465862400,false,139,3
Canciones,250,796,mpd.slice.864000-864999.json,864796,1477785600,false,155,1
Christian Music,250,369,mpd.slice.866000-866999.json,866369,1494547200,false,120,1
CK,250,337,mpd.slice.871000-871999.json,871337,1484870400,false,193,1
gym mix,250,158,mpd.slice.880000-880999.json,880158,1503705600,false,98,2
The Who,250,450,mpd.slice.882000-882999.json,882450,1364947200,false,31,1
Good Vibes,250,722,mpd.slice.882000-882999.json,882722,1505088000,false,200,1
❤️❤️❤️,250,921,mpd.slice.882000-882999.json,882921,1499990400,false,97,1
peaceful,250,186,mpd.slice.888000-888999.json,888186,1491264000,false,181,2
Good playlist,250,399,mpd.slice.888000-888999.json,888399,1501286400,false,36,1
My Favorite Songs,250,195,mpd.slice.890000-890999.json,890195,1507161600,false,208,1
Lake,250,21,mpd.slice.891000-891999.json,891021,1427673600,false,145,1
Dorm,250,824,mpd.slice.891000-891999.json,891824,1481673600,false,195,5
???,250,343,mpd.slice.892000-892999.json,892343,1503100800,false,74,1
Outrun,250,55,mpd.slice.894000-894999.json,894055,1502409600,false,214,1
melt,250,186,mpd.slice.902000-902999.json,902186,1507507200,false,206,3
Current Favs,250,670,mpd.slice.904000-904999.json,904670,1397520000,false,186,12
best ones ,250,929,mpd.slice.910000-910999.json,910929,1460419200,false,191,2
Strange,250,266,mpd.slice.914000-914999.json,914266,1431648000,false,185,1
Lecrae,250,287,mpd.slice.914000-914999.json,914287,1411084800,false,19,1
Old Songs,250,576,mpd.slice.919000-919999.json,919576,1507075200,false,224,2
The Party Playlist,250,303,mpd.slice.922000-922999.json,922303,1495756800,false,203,1
moodz,250,170,mpd.slice.923000-923999.json,923170,1506902400,false,163,1
Favorite,250,453,mpd.slice.924000-924999.json,924453,1506470400,false,227,2
Make me happy,250,32,mpd.slice.925000-925999.json,925032,1486166400,false,190,4
Sleep,250,79,mpd.slice.930000-930999.json,930079,1509062400,false,200,1
yass,250,470,mpd.slice.931000-931999.json,931470,1480204800,false,178,6
Dinner time,250,452,mpd.slice.932000-932999.json,932452,1497225600,false,242,1
aaa,250,476,mpd.slice.932000-932999.json,932476,1508025600,false,167,1
💯💯💯,250,609,mpd.slice.940000-940999.json,940609,1400803200,false,26,1
happy :),250,617,mpd.slice.943000-943999.json,943617,1506384000,false,195,1
Rap,250,664,mpd.slice.946000-946999.json,946664,1482710400,true,180,1
drama,250,915,mpd.slice.946000-946999.json,946915,1505779200,false,182,2
Disney,250,577,mpd.slice.954000-954999.json,954577,1509062400,false,84,2
Love Making!,250,734,mpd.slice.954000-954999.json,954734,1501372800,false,196,1
Cruisin,250,369,mpd.slice.956000-956999.json,956369,1497052800,false,216,2
The Feels,250,594,mpd.slice.956000-956999.json,956594,1497052800,false,210,2
Hood,250,148,mpd.slice.957000-957999.json,957148,1457049600,false,183,1
get turnt ,250,495,mpd.slice.957000-957999.json,957495,1476662400,false,143,1
Edm,250,394,mpd.slice.960000-960999.json,960394,1499990400,false,174,1
Country Jam,250,571,mpd.slice.962000-962999.json,962571,1501891200,false,184,1
THE ULTIMATE,250,289,mpd.slice.965000-965999.json,965289,1503878400,false,203,6
girls just wanna have fun,250,319,mpd.slice.966000-966999.json,966319,1476921600,false,209,2
kai,250,340,mpd.slice.966000-966999.json,966340,1496361600,false,192,3
Get Up,250,334,mpd.slice.971000-971999.json,971334,1489881600,false,189,2
Electronic,250,685,mpd.slice.971000-971999.json,971685,1500681600,false,207,1
old school,250,798,mpd.slice.972000-972999.json,972798,1483056000,false,174,1
