name,num_tracks,idx,file,pid,modified_at,collaborative,num_albums,num_followers
Jams,200,539,mpd.slice.21000-21999.json,21539,1508198400,false,181,12
Crusing,200,625,mpd.slice.22000-22999.json,22625,1505779200,false,171,1
Hip Hop,200,915,mpd.slice.22000-22999.json,22915,1449360000,true,140,2
jams,200,66,mpd.slice.25000-25999.json,25066,1508803200,false,124,2
Christmas,200,244,mpd.slice.25000-25999.json,25244,1449792000,false,31,5
Thrash ,200,103,mpd.slice.26000-26999.json,26103,1509235200,false,69,4
Christmas Playlist,200,512,mpd.slice.26000-26999.json,26512,1482451200,false,138,1
This is a playlist,200,973,mpd.slice.26000-26999.json,26973,1498435200,false,188,2
🔥🔥🔥,200,564,mpd.slice.29000-29999.json,29564,1506556800,false,170,1
Musicals,200,882,mpd.slice.29000-29999.json,29882,1508025600,false,78,2
Drive by,200,744,mpd.slice.30000-30999.json,30744,1501891200,false,171,1
Vibes,200,171,mpd.slice.31000-31999.json,31171,1493424000,false,136,2
Singer/Songwriter,200,810,mpd.slice.31000-31999.json,31810,1474416000,false,130,1
other,200,91,mpd.slice.32000-32999.json,32091,1506211200,false,162,2
Wanderlust,200,348,mpd.slice.32000-32999.json,32348,1509408000,false,106,1
My Music,200,897,mpd.slice.33000-33999.json,33897,1509494400,false,145,2
steve,200,879,mpd.slice.35000-35999.json,35879,1371340800,false,143,1
Classics,200,571,mpd.slice.36000-36999.json,36571,1498435200,false,178,1
Indie/Alt,200,404,mpd.slice.40000-40999.json,40404,1402358400,true,164,1
chill,200,590,mpd.slice.41000-41999.json,41590,1506902400,false,165,5
workout,200,323,mpd.slice.42000-42999.json,42323,1461024000,false,178,2
Musica Mexicana,200,906,mpd.slice.42000-42999.json,42906,1508976000,false,162,1
cali,200,211,mpd.slice.43000-43999.json,43211,1501372800,false,186,1
Broadway,200,341,mpd.slice.44000-44999.json,44341,1480464000,false,11,1
Gutes,200,654,mpd.slice.45000-45999.json,45654,1466640000,false,105,1
love songs,200,55,mpd.slice.47000-47999.json,47055,1456704000,false,188,2
Aj,200,37,mpd.slice.49000-49999.json,49037,1508716800,false,161,1
My Alternative,200,833,mpd.slice.49000-49999.json,49833,1502150400,false,133,2
90's Throwback,200,337,mpd.slice.50000-50999.json,50337,1459900800,false,170,2
Saxophone,200,312,mpd.slice.51000-51999.json,51312,1368403200,false,48,5
Country,200,731,mpd.slice.51000-51999.json,51731,1484179200,false,102,3
Chris Tomlin,200,577,mpd.slice.53000-53999.json,53577,1380931200,false,32,1
nacional,200,686,mpd.slice.53000-53999.json,53686,1505692800,false,124,1
Country,200,997,mpd.slice.53000-53999.json,53997,1507766400,false,114,1
party,200,513,mpd.slice.54000-54999.json,54513,1482969600,false,159,1
My Type,200,615,mpd.slice.54000-54999.json,54615,1496793600,false,116,1
Salsa,200,60,mpd.slice.55000-55999.json,55060,1485043200,false,174,1
Jam,200,852,mpd.slice.56000-56999.json,56852,1414886400,false,128,2
Chill,200,181,mpd.slice.57000-57999.json,57181,1507766400,false,194,2
spring17,200,811,mpd.slice.57000-57999.json,57811,1493769600,false,177,1
HOLIDAYS,200,15,mpd.slice.58000-58999.json,58015,1482192000,false,60,1
Reggae,200,108,mpd.slice.58000-58999.json,58108,1431129600,false,66,2
For Ashley ,200,288,mpd.slice.58000-58999.json,58288,1505174400,false,164,1
country,200,608,mpd.slice.58000-58999.json,58608,1473379200,false,104,3
DJ,200,922,mpd.slice.58000-58999.json,58922,1508112000,false,196,2
For Alex,200,433,mpd.slice.59000-59999.json,59433,1508025600,false,154,1
WERK,200,599,mpd.slice.59000-59999.json,59599,1505779200,false,188,1
friends!!!,200,702,mpd.slice.59000-59999.json,59702,1469836800,true,176,15
Lifting,200,19,mpd.slice.60000-60999.json,60019,1481241600,false,135,1
Good Music ,200,558,mpd.slice.60000-60999.json,60558,1508630400,false,173,4
happy music,200,610,mpd.slice.60000-60999.json,60610,1506988800,false,110,2
House,200,439,mpd.slice.61000-61999.json,61439,1509062400,false,195,1
Summer 17,200,150,mpd.slice.62000-62999.json,62150,1505865600,false,156,1
french music,200,776,mpd.slice.63000-63999.json,63776,1509148800,false,96,1
throwbacks,200,638,mpd.slice.65000-65999.json,65638,1507766400,false,159,1
Bjork,200,178,mpd.slice.66000-66999.json,66178,1509494400,false,179,2
alt,200,313,mpd.slice.66000-66999.json,66313,1491696000,false,137,2
🔥🔥,200,441,mpd.slice.66000-66999.json,66441,1509408000,false,135,8
bex,200,223,mpd.slice.68000-68999.json,68223,1496620800,false,143,3
february '16,200,241,mpd.slice.68000-68999.json,68241,1456185600,false,165,1
plane ,200,651,mpd.slice.68000-68999.json,68651,1476576000,false,191,1
90'S Alternative,200,926,mpd.slice.68000-68999.json,68926,1480636800,false,157,1
randoms ,200,531,mpd.slice.70000-70999.json,70531,1508889600,false,170,1
Halloween Party,200,38,mpd.slice.71000-71999.json,71038,1509062400,true,178,4
RAPPP,200,688,mpd.slice.72000-72999.json,72688,1507507200,false,113,2
summer 2015 ,200,953,mpd.slice.72000-72999.json,72953,1436832000,false,156,2
Vibes,200,996,mpd.slice.72000-72999.json,72996,1498780800,false,135,1
EDM,200,155,mpd.slice.74000-74999.json,74155,1435622400,false,152,1
Classical,200,933,mpd.slice.75000-75999.json,75933,1380672000,false,91,1
lets get it..,200,185,mpd.slice.76000-76999.json,76185,1509408000,false,158,1
SOFT,200,797,mpd.slice.78000-78999.json,78797,1508025600,false,169,1
Summer,200,193,mpd.slice.80000-80999.json,80193,1501372800,false,103,1
College Party,200,312,mpd.slice.80000-80999.json,80312,1469664000,false,147,4
hardcore punk,200,416,mpd.slice.81000-81999.json,81416,1438560000,false,87,2
Bird,200,498,mpd.slice.82000-82999.json,82498,1370736000,false,32,1
workout,200,149,mpd.slice.84000-84999.json,84149,1507593600,false,177,6
<3,200,959,mpd.slice.85000-85999.json,85959,1504137600,false,135,2
Summer 2017,200,186,mpd.slice.86000-86999.json,86186,1497139200,false,174,1
Chill Mix,200,671,mpd.slice.89000-89999.json,89671,1507334400,false,178,6
Summer 17,200,273,mpd.slice.92000-92999.json,92273,1504310400,false,141,1
Country Jams,200,699,mpd.slice.93000-93999.json,93699,1507161600,false,108,1
Christmas,200,553,mpd.slice.94000-94999.json,94553,1450310400,false,52,2
Sad Songs,200,604,mpd.slice.94000-94999.json,94604,1503014400,false,165,1
¯\_(ツ)_/¯,200,654,mpd.slice.94000-94999.json,94654,1491955200,false,174,2
Country,200,390,mpd.slice.95000-95999.json,95390,1509235200,false,135,1
best of,200,888,mpd.slice.95000-95999.json,95888,1508457600,false,114,3
Country ,200,672,mpd.slice.98000-98999.json,98672,1506988800,false,138,1
praise,200,366,mpd.slice.102000-102999.json,102366,1498608000,true,180,1
R&B,200,878,mpd.slice.102000-102999.json,102878,1508716800,false,143,2
Tokyo,200,719,mpd.slice.103000-103999.json,103719,1484179200,false,106,1
2017,200,897,mpd.slice.103000-103999.json,103897,1509321600,false,184,1
America,200,448,mpd.slice.104000-104999.json,104448,1467590400,false,155,4
Vibes,200,251,mpd.slice.106000-106999.json,106251,1509408000,false,120,1
Chris,200,498,mpd.slice.106000-106999.json,106498,1484352000,false,107,1
rock,200,363,mpd.slice.109000-109999.json,109363,1509062400,false,160,2
banda .,200,906,mpd.slice.110000-110999.json,110906,1501632000,false,152,3
Country,200,420,mpd.slice.111000-111999.json,111420,1509062400,false,130,1
Backstreet Boys,200,99,mpd.slice.112000-112999.json,112099,1500940800,false,17,24
Work Playlist,200,611,mpd.slice.112000-112999.json,112611,1489968000,false,160,1
Classic rock,200,872,mpd.slice.112000-112999.json,112872,1505347200,false,169,1
getting ready,200,385,mpd.slice.113000-113999.json,113385,1509408000,false,155,1
R Kelly,200,616,mpd.slice.114000-114999.json,114616,1507766400,false,123,1
sleep,200,350,mpd.slice.115000-115999.json,115350,1508976000,false,146,1
Pie,200,368,mpd.slice.116000-116999.json,116368,1437091200,false,41,1
WORK,200,403,mpd.slice.116000-116999.json,116403,1455840000,false,176,4
chillin,200,694,mpd.slice.116000-116999.json,116694,1509148800,false,144,1
Driving,200,129,mpd.slice.117000-117999.json,117129,1506556800,false,170,1
Mari,200,816,mpd.slice.117000-117999.json,117816,1435536000,false,161,1
Country,200,228,mpd.slice.119000-119999.json,119228,1497225600,false,131,2
teen angst,200,392,mpd.slice.120000-120999.json,120392,1509408000,false,152,2
><,200,578,mpd.slice.120000-120999.json,120578,1436832000,false,176,1
annie,200,638,mpd.slice.120000-120999.json,120638,1509062400,false,184,2
enjoy ,200,653,mpd.slice.120000-120999.json,120653,1509494400,false,171,1
oceans,200,784,mpd.slice.120000-120999.json,120784,1507680000,false,180,2
Driving,200,532,mpd.slice.123000-123999.json,123532,1507766400,false,189,2
ugh,200,825,mpd.slice.123000-123999.json,123825,1508112000,false,175,1
bangerz,200,222,mpd.slice.124000-124999.json,124222,1509062400,false,163,7
todas,200,311,mpd.slice.126000-126999.json,126311,1473638400,false,143,3
Oldies,200,705,mpd.slice.127000-127999.json,127705,1505952000,false,143,1
garbage,200,708,mpd.slice.128000-128999.json,128708,1454025600,false,129,2
JESUS.,200,53,mpd.slice.130000-130999.json,130053,1485648000,false,73,3
John Denver ,200,921,mpd.slice.131000-131999.json,131921,1484697600,false,31,1
yeah,200,138,mpd.slice.132000-132999.json,132138,1499299200,false,136,5
Music,200,297,mpd.slice.134000-134999.json,134297,1480118400,false,77,1
Gaming,200,892,mpd.slice.138000-138999.json,138892,1393200000,false,159,1
Oldies,200,806,mpd.slice.139000-139999.json,139806,1471996800,false,175,1
Country,200,803,mpd.slice.140000-140999.json,140803,1505952000,false,148,1
Lounge,200,609,mpd.slice.142000-142999.json,142609,1433635200,false,22,1
Travel,200,53,mpd.slice.144000-144999.json,144053,1503014400,false,151,1
fet,200,48,mpd.slice.148000-148999.json,148048,1506816000,false,176,1
winter.,200,295,mpd.slice.148000-148999.json,148295,1391472000,false,128,2
90s,200,58,mpd.slice.149000-149999.json,149058,1507507200,false,127,1
into the wild,200,688,mpd.slice.149000-149999.json,149688,1438732800,false,80,1
80's HITS,200,131,mpd.slice.150000-150999.json,150131,1457568000,false,177,1
Rap,200,443,mpd.slice.152000-152999.json,152443,1505865600,false,123,2
Summer Vibes,200,830,mpd.slice.153000-153999.json,153830,1508889600,false,138,1
🔥🔥🔥,200,154,mpd.slice.154000-154999.json,154154,1506556800,false,183,7
workout,200,14,mpd.slice.155000-155999.json,155014,1506384000,false,160,3
Spanish,200,67,mpd.slice.158000-158999.json,158067,1508976000,false,130,2
new songs,200,570,mpd.slice.158000-158999.json,158570,1509408000,false,53,1
Americana,200,695,mpd.slice.158000-158999.json,158695,1399507200,false,198,1
rap,200,603,mpd.slice.159000-159999.json,159603,1495843200,false,113,1
rock,200,74,mpd.slice.160000-160999.json,160074,1509408000,false,128,4
KENNY ROGERS,200,93,mpd.slice.160000-160999.json,160093,1372291200,false,44,4
throwback,200,209,mpd.slice.160000-160999.json,160209,1503273600,false,132,4
jamz,200,585,mpd.slice.160000-160999.json,160585,1509494400,false,132,2
GET LIT,200,382,mpd.slice.163000-163999.json,163382,1505952000,false,98,2
jams,200,211,mpd.slice.164000-164999.json,164211,1508976000,false,162,4
Eminem,200,526,mpd.slice.166000-166999.json,166526,1381363200,false,18,1
recent favs,200,656,mpd.slice.167000-167999.json,167656,1501200000,false,158,1
Hip Hop,200,595,mpd.slice.169000-169999.json,169595,1508457600,false,176,3
MOUNTAINS,200,392,mpd.slice.171000-171999.json,171392,1508544000,false,170,1
Current favorites,200,389,mpd.slice.174000-174999.json,174389,1509408000,false,167,10
Random,200,289,mpd.slice.175000-175999.json,175289,1509235200,false,171,3
Classic Rock,200,691,mpd.slice.176000-176999.json,176691,1497830400,false,164,2
Canada,200,929,mpd.slice.176000-176999.json,176929,1500940800,false,159,1
Rock,200,945,mpd.slice.177000-177999.json,177945,1505779200,true,145,1
🎉🎉🎉,200,762,mpd.slice.180000-180999.json,180762,1503705600,false,146,1
Florida,200,139,mpd.slice.181000-181999.json,181139,1399334400,false,110,2
EDM,200,192,mpd.slice.181000-181999.json,181192,1440979200,false,165,1
Boat Tunes,200,600,mpd.slice.182000-182999.json,182600,1507075200,false,176,3
Rock,200,76,mpd.slice.183000-183999.json,183076,1452988800,false,116,3
All Day Every Day,200,446,mpd.slice.183000-183999.json,183446,1507075200,false,129,1
Country,200,928,mpd.slice.184000-184999.json,184928,1475366400,false,113,1
Budapest,200,916,mpd.slice.185000-185999.json,185916,1471305600,false,168,2
old school,200,436,mpd.slice.186000-186999.json,186436,1504483200,false,167,5
calm.,200,865,mpd.slice.186000-186999.json,186865,1503100800,false,163,3
Voodoo,200,50,mpd.slice.187000-187999.json,187050,1417305600,false,117,3
i like this ,200,450,mpd.slice.187000-187999.json,187450,1508716800,false,141,4
Throwbacks,200,727,mpd.slice.187000-187999.json,187727,1508284800,false,178,2
Hype,200,996,mpd.slice.187000-187999.json,187996,1509321600,false,146,3
alternative,200,549,mpd.slice.188000-188999.json,188549,1463011200,false,69,1
Pop,200,23,mpd.slice.191000-191999.json,191023,1501891200,false,155,1
NYE,200,622,mpd.slice.191000-191999.json,191622,1505865600,true,162,2
chillax,200,646,mpd.slice.193000-193999.json,193646,1508371200,false,177,2
throwbacks,200,770,mpd.slice.193000-193999.json,193770,1498003200,false,166,3
Disney,200,635,mpd.slice.194000-194999.json,194635,1481241600,false,84,3
Party,200,473,mpd.slice.195000-195999.json,195473,1509148800,false,162,1
COUNTRY,200,404,mpd.slice.197000-197999.json,197404,1508630400,false,101,1
Jams,200,102,mpd.slice.198000-198999.json,198102,1506470400,false,155,2
Jamz,200,429,mpd.slice.199000-199999.json,199429,1509408000,false,129,1
Summer,200,568,mpd.slice.200000-200999.json,200568,1498694400,false,25,1
Hip Hop Classics,200,96,mpd.slice.201000-201999.json,201096,1509062400,false,160,1
Nostalgia,200,568,mpd.slice.201000-201999.json,201568,1497312000,false,174,2
bangerz,200,808,mpd.slice.201000-201999.json,201808,1508889600,false,157,2
feelings,200,629,mpd.slice.202000-202999.json,202629,1508889600,false,114,1
lov,200,401,mpd.slice.204000-204999.json,204401,1498348800,false,103,1
EVERYTHING,200,945,mpd.slice.204000-204999.json,204945,1496102400,false,128,1
Ma Jams,200,44,mpd.slice.205000-205999.json,205044,1508371200,false,112,1
90s,200,196,mpd.slice.205000-205999.json,205196,1343001600,false,172,1
Feel Good,200,142,mpd.slice.208000-208999.json,208142,1509408000,false,112,3
Jamz,200,551,mpd.slice.208000-208999.json,208551,1403222400,false,137,1
Yiruma,200,957,mpd.slice.208000-208999.json,208957,1375833600,false,18,1
car playlist,200,14,mpd.slice.210000-210999.json,210014,1495324800,false,154,3
In the mood,200,313,mpd.slice.211000-211999.json,211313,1481241600,false,149,1
Metal \m/,200,419,mpd.slice.211000-211999.json,211419,1443484800,false,200,1
Lifestyle ,200,584,mpd.slice.212000-212999.json,212584,1508371200,false,157,2
Summer16,200,705,mpd.slice.213000-213999.json,213705,1469145600,false,25,1
Rock,200,52,mpd.slice.214000-214999.json,214052,1509148800,false,109,1
New,200,269,mpd.slice.217000-217999.json,217269,1407542400,false,157,1
Heartache,200,929,mpd.slice.217000-217999.json,217929,1509321600,false,184,3
high school,200,95,mpd.slice.220000-220999.json,220095,1477353600,false,106,1
us,200,248,mpd.slice.222000-222999.json,222248,1480291200,false,168,1
GANG GANG,200,696,mpd.slice.222000-222999.json,222696,1509408000,false,135,2
throwback,200,108,mpd.slice.225000-225999.json,225108,1479772800,false,147,5
Campfire,200,625,mpd.slice.226000-226999.json,226625,1509062400,false,175,1
Rap,200,723,mpd.slice.226000-226999.json,226723,1501459200,false,140,2
sad songs,200,921,mpd.slice.227000-227999.json,227921,1508457600,false,137,1
xmas,200,348,mpd.slice.228000-228999.json,228348,1507939200,false,53,2
gooood,200,638,mpd.slice.229000-229999.json,229638,1505260800,false,182,1
Indie,200,695,mpd.slice.229000-229999.json,229695,1508371200,false,160,1
Fall 2016,200,769,mpd.slice.229000-229999.json,229769,1507248000,false,132,1
aaaaa,200,490,mpd.slice.231000-231999.json,231490,1508976000,false,106,1
Musica,200,515,mpd.slice.232000-232999.json,232515,1471046400,false,57,2
2000s,200,759,mpd.slice.232000-232999.json,232759,1483574400,false,138,4
Car trips,200,466,mpd.slice.235000-235999.json,235466,1451692800,false,112,1
Spring 2013,200,596,mpd.slice.237000-237999.json,237596,1370390400,false,168,1
Rap,200,571,mpd.slice.239000-239999.json,239571,1508976000,false,88,1
80's,200,122,mpd.slice.240000-240999.json,240122,1469491200,false,174,1
Musicals,200,884,mpd.slice.240000-240999.json,240884,1509235200,false,87,1
playlist #1,200,906,mpd.slice.240000-240999.json,240906,1508457600,false,149,1
amen,200,946,mpd.slice.240000-240999.json,240946,1497484800,false,146,2
Porch Music,200,4,mpd.slice.242000-242999.json,242004,1508803200,false,119,2
Part 1,200,60,mpd.slice.242000-242999.json,242060,1509408000,false,133,1
Halsey,200,103,mpd.slice.246000-246999.json,246103,1488153600,false,64,1
Jesus.,200,120,mpd.slice.246000-246999.json,246120,1507852800,false,119,1
lala,200,653,mpd.slice.246000-246999.json,246653,1509062400,false,157,1
stuff,200,47,mpd.slice.247000-247999.json,247047,1508284800,false,119,2
Mix it up,200,78,mpd.slice.247000-247999.json,247078,1475107200,false,107,1
Country roots,200,889,mpd.slice.247000-247999.json,247889,1508198400,false,133,8
Dance,200,227,mpd.slice.248000-248999.json,248227,1397260800,false,151,2
Random,200,351,mpd.slice.249000-249999.json,249351,1508716800,false,152,1
aux,200,475,mpd.slice.249000-249999.json,249475,1498176000,false,105,1
Swole,200,476,mpd.slice.250000-250999.json,250476,1469232000,false,144,1
JAM,200,625,mpd.slice.250000-250999.json,250625,1498608000,false,133,2
Vibe With Me,200,967,mpd.slice.250000-250999.json,250967,1506643200,false,168,1
throwbackkk,200,242,mpd.slice.251000-251999.json,251242,1383696000,false,22,1
Throwback Hip Hop,200,258,mpd.slice.251000-251999.json,251258,1509148800,false,170,1
offline,200,347,mpd.slice.252000-252999.json,252347,1465171200,false,170,1
Treasure,200,105,mpd.slice.253000-253999.json,253105,1503273600,false,175,10
Turn Up!!!!!,200,301,mpd.slice.257000-257999.json,257301,1502150400,false,132,1
🇺🇸,200,272,mpd.slice.258000-258999.json,258272,1491955200,false,134,1
Slow Jams,200,524,mpd.slice.258000-258999.json,258524,1500854400,false,163,4
workout,200,779,mpd.slice.259000-259999.json,259779,1506384000,false,42,1
My Favorites,200,564,mpd.slice.260000-260999.json,260564,1509235200,false,161,1
Old ,200,157,mpd.slice.261000-261999.json,261157,1478649600,false,166,1
twang,200,379,mpd.slice.262000-262999.json,262379,1492300800,false,87,1
lit,200,243,mpd.slice.264000-264999.json,264243,1509494400,false,99,3
Throwback Hits,200,447,mpd.slice.264000-264999.json,264447,1455148800,false,146,2
Guilty Pleasures ,200,586,mpd.slice.266000-266999.json,266586,1409529600,false,155,1
lit af,200,747,mpd.slice.268000-268999.json,268747,1460764800,false,155,1
funky,200,349,mpd.slice.269000-269999.json,269349,1508198400,false,156,5
chill af,200,109,mpd.slice.270000-270999.json,270109,1426636800,false,151,1
untitled,200,273,mpd.slice.271000-271999.json,271273,1506729600,false,112,1
Road Trip,200,764,mpd.slice.279000-279999.json,279764,1508889600,false,159,1
Tom Petty,200,630,mpd.slice.281000-281999.json,281630,1370649600,false,28,1
Atlas,200,822,mpd.slice.281000-281999.json,281822,1490400000,false,147,1
country jams !!!!!,200,358,mpd.slice.283000-283999.json,283358,1501372800,false,111,5
Tailgate,200,330,mpd.slice.284000-284999.json,284330,1427155200,false,160,2
Country 2016,200,685,mpd.slice.284000-284999.json,284685,1502323200,false,161,2
Swaggy,200,302,mpd.slice.285000-285999.json,285302,1488585600,false,172,1
My music,200,321,mpd.slice.285000-285999.json,285321,1507161600,false,161,2
Awesome,200,389,mpd.slice.285000-285999.json,285389,1509408000,false,168,1
Fun,200,699,mpd.slice.285000-285999.json,285699,1503964800,false,171,1
Latin,200,698,mpd.slice.286000-286999.json,286698,1509148800,false,163,2
BEDROOM,200,212,mpd.slice.288000-288999.json,288212,1509148800,false,159,3
Brock,200,716,mpd.slice.290000-290999.json,290716,1492732800,false,51,1
Classic rock,200,765,mpd.slice.290000-290999.json,290765,1509235200,false,160,1
jam out,200,596,mpd.slice.291000-291999.json,291596,1484611200,false,158,3
Classic Rock,200,628,mpd.slice.293000-293999.json,293628,1480636800,false,133,1
Classic Rock,200,644,mpd.slice.293000-293999.json,293644,1500163200,false,166,1
BoOliN,200,122,mpd.slice.294000-294999.json,294122,1497139200,false,103,3
Rock,200,439,mpd.slice.295000-295999.json,295439,1507507200,true,163,1
420,200,141,mpd.slice.299000-299999.json,299141,1473984000,false,102,10
Edu,200,785,mpd.slice.299000-299999.json,299785,1491955200,false,152,1
EDM,200,323,mpd.slice.300000-300999.json,300323,1509148800,false,187,6
Peace,200,2,mpd.slice.301000-301999.json,301002,1508716800,false,133,8
Christmas,200,171,mpd.slice.302000-302999.json,302171,1382659200,false,71,1
Bangerzz,200,992,mpd.slice.302000-302999.json,302992,1489968000,false,141,1
throwbacks,200,151,mpd.slice.304000-304999.json,304151,1500249600,false,165,1
rock,200,665,mpd.slice.304000-304999.json,304665,1488153600,false,118,1
1998,200,215,mpd.slice.305000-305999.json,305215,1507766400,false,140,1
Rap,200,35,mpd.slice.308000-308999.json,308035,1508889600,false,133,3
Work Out,200,215,mpd.slice.309000-309999.json,309215,1509408000,false,171,1
Favorite Country,200,630,mpd.slice.310000-310999.json,310630,1507680000,false,96,1
This and That,200,322,mpd.slice.316000-316999.json,316322,1470355200,false,118,1
Fancy,200,887,mpd.slice.320000-320999.json,320887,1429574400,false,173,2
lit,200,50,mpd.slice.322000-322999.json,322050,1509321600,false,150,2
CoacHELLA 2013,200,186,mpd.slice.322000-322999.json,322186,1365465600,true,97,4
car ride ,200,449,mpd.slice.322000-322999.json,322449,1508630400,false,154,1
Summer 2k17,200,13,mpd.slice.324000-324999.json,324013,1509062400,false,182,2
Oldies,200,37,mpd.slice.324000-324999.json,324037,1508803200,false,155,1
Coachella 2013,200,74,mpd.slice.325000-325999.json,325074,1365638400,false,115,1
middle school!!!,200,888,mpd.slice.327000-327999.json,327888,1497398400,false,158,10
Here and Now,200,752,mpd.slice.334000-334999.json,334752,1442534400,false,150,2
Top Hits,200,43,mpd.slice.335000-335999.json,335043,1498176000,false,156,1
Oldies Goldies,200,182,mpd.slice.336000-336999.json,336182,1509408000,false,175,1
Real Country,200,447,mpd.slice.336000-336999.json,336447,1509321600,false,133,4
cool music,200,853,mpd.slice.336000-336999.json,336853,1503705600,false,177,2
Christmas,200,668,mpd.slice.337000-337999.json,337668,1507939200,false,96,1
bangerz,200,815,mpd.slice.337000-337999.json,337815,1507852800,false,119,1
Jammin,200,276,mpd.slice.338000-338999.json,338276,1509062400,false,125,1
Christmas,200,30,mpd.slice.340000-340999.json,340030,1499904000,false,155,1
Sav,200,269,mpd.slice.340000-340999.json,340269,1509321600,false,171,5
Instrumental,200,68,mpd.slice.341000-341999.json,341068,1469232000,false,47,1
Party Hardy,200,865,mpd.slice.342000-342999.json,342865,1483401600,false,170,3
✨✨,200,500,mpd.slice.343000-343999.json,343500,1507248000,false,119,1
Jennifer Lopez,200,718,mpd.slice.343000-343999.json,343718,1373587200,false,32,1
Vane,200,742,mpd.slice.344000-344999.json,344742,1508803200,false,151,1
lala,200,781,mpd.slice.344000-344999.json,344781,1508544000,false,147,3
rain,200,967,mpd.slice.344000-344999.json,344967,1488499200,false,41,1
Middle School,200,171,mpd.slice.345000-345999.json,345171,1505088000,false,107,2
summer,200,666,mpd.slice.345000-345999.json,345666,1509235200,false,126,1
Dubstep,200,96,mpd.slice.346000-346999.json,346096,1376870400,true,77,1
80s ,200,497,mpd.slice.346000-346999.json,346497,1508716800,false,163,1
Vibin' ,200,15,mpd.slice.347000-347999.json,347015,1504310400,false,142,2
indietronica,200,144,mpd.slice.347000-347999.json,347144,1505347200,false,162,1
The Feels,200,585,mpd.slice.348000-348999.json,348585,1509321600,true,178,2
Good vibes,200,758,mpd.slice.348000-348999.json,348758,1509408000,false,49,1
elite,200,555,mpd.slice.349000-349999.json,349555,1508198400,false,183,5
90s Party,200,706,mpd.slice.350000-350999.json,350706,1375228800,false,154,1
rock n roll ~,200,18,mpd.slice.351000-351999.json,351018,1485648000,false,63,3
chill (2),200,51,mpd.slice.351000-351999.json,351051,1506297600,false,195,1
OLDIES,200,990,mpd.slice.351000-351999.json,351990,1507420800,false,175,2
this one,200,198,mpd.slice.352000-352999.json,352198,1485216000,false,173,1
the stuff,200,283,mpd.slice.352000-352999.json,352283,1462924800,false,140,1
Hip hop/rap,200,294,mpd.slice.356000-356999.json,356294,1501200000,false,149,2
JAMMIN ,200,643,mpd.slice.357000-357999.json,357643,1509408000,false,177,2
Party,200,88,mpd.slice.358000-358999.json,358088,1455926400,false,170,1
African,200,766,mpd.slice.359000-359999.json,359766,1509148800,false,179,1
throwbackssss,200,802,mpd.slice.359000-359999.json,359802,1509494400,false,177,1
summer16,200,651,mpd.slice.361000-361999.json,361651,1505088000,false,163,1
Jams,200,872,mpd.slice.361000-361999.json,361872,1508544000,false,155,2
Zoe,200,903,mpd.slice.362000-362999.json,362903,1502496000,true,107,1
R&B,200,695,mpd.slice.363000-363999.json,363695,1445212800,false,148,1
New,200,664,mpd.slice.364000-364999.json,364664,1509494400,false,198,1
Slow,200,365,mpd.slice.370000-370999.json,370365,1492905600,false,181,1
ocean eyes,200,419,mpd.slice.371000-371999.json,371419,1508889600,false,181,3
COACHELLA 2017,200,843,mpd.slice.371000-371999.json,371843,1498262400,false,78,2
